"F46412","Sony Interactive Entertainment Inc.",,
"BC60A7","Sony Interactive Entertainment Inc.",,
"A8E3EE","Sony Interactive Entertainment Inc.",,
"00248D","Sony Interactive Entertainment Inc.",,
"00041F","Sony Interactive Entertainment Inc.",,
"FC0FE6","Sony Interactive Entertainment Inc.",,
"2CCC44","Sony Interactive Entertainment Inc.",,
"C863F1","Sony Interactive Entertainment Inc.",,
"001D0D","Sony Interactive Entertainment Inc.",,
"280DFC","Sony Interactive Entertainment Inc.",,
"00E421","Sony Interactive Entertainment Inc.",,
"BC3329","Sony Interactive Entertainment Inc.",,
"F8461C","Sony Interactive Entertainment Inc.",,
"0015C1","Sony Interactive Entertainment Inc.",,
"0CFE45","Sony Interactive Entertainment Inc.",,
"F8D0AC","Sony Interactive Entertainment Inc.",,
"5C843C","Sony Interactive Entertainment Inc.",,
"70662A","Sony Interactive Entertainment Inc.",,
"C84AA0","Sony Interactive Entertainment Inc.",,
"04F778","Sony Interactive Entertainment Inc.",,
"0019C5","Sony Interactive Entertainment Inc.",,
"001315","Sony Interactive Entertainment Inc.",,
"00D9D1","Sony Interactive Entertainment Inc.",,
"5C9666","Sony Interactive Entertainment Inc.",,
"84E657","Sony Interactive Entertainment Inc.",,
"000095","SONY TEKTRONIX CORP.",,
"6CB227","Sony Video & Sound Products Inc.",,
"CC988B","SONY Visual Products Inc.",,
"702605","SONY Visual Products Inc.",,
"0080B4","SOPHIA SYSTEMS",,
"C84F86","Sophos Ltd",,
"001A8C","Sophos Ltd",,
"7C5A1C","Sophos Ltd",,
"4CECEF","Soraa, Inc.",,
"00600A","SORD COMPUTER CORPORATION",,
"000FDD","SORDIN AB",,
"485261","SOREEL",,
"000872","Sorenson Communications",,
"000737","Soriya Co. Ltd.",,
"000E3F","Soronti, Inc.",,
"0005C2","Soronti, Inc.",,
"94C014","Sorter Sp. j. Konrad Grzeszczyk MichaA, Ziomek",,
"00A0CF","SOTAS, INC.",,
"006006","SOTEC CO., LTD",,
"3C26D5","Sotera Wireless",,
"001E02","Sougou Keikaku Kougyou Co.,Ltd.",,
"00121B","Sound Devices, LLC",,
"00149D","Sound ID Inc.",,
"CC6BF1","Sound Masking Inc.",,
"944F4C","Sound United LLC",,
"6CE0B0","SOUND4",,
"A09D91","SoundBridge",,
"000FD4","Soundcraft",,
"00222A","SoundEar A/S",,
"6C3C53","SoundHawk Corp",,
"2C72C3","Soundmatters",,
"104369","Soundmax Electronic Limited ",,
"58F496","Source Chain",,
"001F22","Source Photonics, Inc.",,
"0006B5","Source Photonics, Inc.",,
"10E6AE","Source Technologies, LLC",,
"00200A","SOURCE-COMM CORP.",,
"F07765","Sourcefire, Inc",,
"28BC18","SourcingOverseas Co. Ltd",,
"64C5AA","South African Broadcasting Corporation",,
"00302A","SOUTHERN INFORMATION",,
"00807E","SOUTHERN PACIFIC LTD.",,
"00190B","Southern Vision Systems, Inc.",,
"D4D50D","Southwest Microwave, Inc",,
"D046DC","Southwest Research Institute",,
"000E16","SouthWing S.L.",,
"88C3B3","SOVICO",,
"001357","Soyal Technology Co., Ltd.",,
"CCE8AC","SOYEA Technology Co.,Ltd.",,
"00502C","SOYO COMPUTER, INC.",,
"000262","Soyo Group Soyo Com Tech Co., Ltd",,
"B824F0","SOYO Technology Development Co., Ltd.",,
"B40566","SP Best Corporation Co., LTD.",,
"0026E9","SP Corp",,
"00404F","SPACE & NAVAL WARFARE SYSTEMS",,
"00010B","Space CyberLink, Inc.",,
"000DF7","Space Dynamics Lab",,
"002612","Space Exploration Technologies",,
"7093F8","Space Monkey, Inc.",,
"00162E","Space Shuttle Hi-Tech Co., Ltd.",,
"0009CE","SpaceBridge Semiconductor Corp.",,
"00A0AA","SPACELABS MEDICAL",,
"10341B","Spacelink",,
"000DC0","Spagat AS",,
"0017DA","Spans Logic",,
"20E407","Spark srl",,
"000E8E","SparkLAN Communications, Inc.",,
"00C0C7","SPARKTRUM MICROSYSTEMS, INC.",,
"001785","Sparr Electronics Ltd",,
"00087F","SPAUN electronic GmbH & Co. KG",,
"4456B7","Spawn Labs, Inc",,
"5C3327","Spazio Italia srl",,
"B89EA6","SPBEC-MINING CO.LTD",,
"00E02E","SPC ELECTRONICS CORPORATION",,
"0050EF","SPE Systemhaus GmbH",,
"04F9D9","Speaker Electronic(Jiashan) Co.,Ltd",,
"001F40","Speakercraft Inc.",,
"00904D","SPEC S.A.",,
"002164","Special Design Bureau for Seismic Instrumentation",,
"68122D","Special Instrument Development Co., Ltd.",,
"0080BA","SPECIALIX (ASIA) PTE, LTD",,
"5CF207","Speco Technologies",,
"0012E6","SPECTEC COMPUTER CO., LTD.",,
"00D09B","SPECTEL LTD.",,
"F42896","SPECTO PAINEIS ELETRONICOS LTDA",,
"00A0D8","SPECTRA - TEK",,
"BCC61A","SPECTRA EMBEDDED SYSTEMS",,
"0090A5","SPECTRA LOGIC",,
"001254","Spectra Technologies Holdings Company Ltd",,
"000035","SPECTRAGRAPHICS CORPORATION",,
"00192E","Spectral Instruments, Inc.",,
"00907A","Spectralink, Inc",,
"003089","Spectrapoint Wireless, LLC",,
"0020F4","SPECTRIX CORPORATION",,
"D8A534","Spectronix Corporation",,
"000674","Spectrum Control, Inc.",,
"000283","Spectrum Controls, Inc.",,
"000E99","Spectrum Digital, Inc",,
"2C441B","Spectrum Medical Limited",,
"0007D1","Spectrum Signal Processing Inc.",,
"00D00F","SPEECH DESIGN GMBH",,
"00133B","Speed Dragon Multimedia Limited",,
"0080A5","SPEED INTERNATIONAL",,
"0005D5","Speedcom Wireless",,
"C49380","Speedytel technology",,
"001D14","SPERADTONE INFORMATION TECHNOLOGY LIMITED",,
"001407","Sperian Protection Instrumentation",,
"00D318","SPG Controls",,
"0007D3","SPGPrints B.V.",,
"001C28","Sphairon Technologies GmbH ",,
"00E01B","SPHERE COMMUNICATIONS, INC.",,
"008056","SPHINX Electronics GmbH & Co KG",,
"90EA60","SPI Lasers Ltd ",,
"C4F464","Spica international",,
"0013D7","SPIDCOM Technologies SA",,
"0000F2","SPIDER COMMUNICATIONS",,
"080039","SPIDER SYSTEMS LIMITED",,
"002448","SpiderCloud Wireless, Inc",,
"001D50","SPINETIX SA",,
"000410","Spinnaker Networks, Inc.",,
"287184","Spire Payments",,
"00105E","Spirent plc, Service Assurance Broadband",,
"0007D9","Splicecom",,
"68536C","SPnS Co.,Ltd",,
"F41535","SPON Communication Technology Co.,Ltd",,
"B8DF6B","SpotCam Co., Ltd.",,
"30E3D6","Spotify USA Inc.",,
"4045DA","Spreadtrum Communications (Shanghai) Co., Ltd.",,
"000FA4","Sprecher Automation GmbH",,
"005019","SPRING TIDE NETWORKS, INC.",,
"0CCFD1","SPRINGWAVE Co., Ltd",,
"900BC1","Sprocomm Technologies CO.,Ltd",,
"28B4FB","Sprocomm Technologies CO.,LTD.",,
"B8F080","SPS, INC.",,
"00A042","SPUR PRODUCTS CORP.",,
"00191B","Sputnik Engineering AG",,
"00506B","SPX-ATEG",,
"008067","SQUARE D COMPANY",,
"3492C2","Square Route Co., Ltd.",,
"241A8C","Squarehead Technology AS",,
"5C2316","Squirrels Research Labs LLC",,
"00D06B","SR TELECOM INC.",,
"883612","SRC Computers, LLC",,
"082AD0","SRD Innovations Inc.",,
"00144E","SRISA",,
"741489","SRT Wireless",,
"002144","SS Telecoms",,
"00403F","SSANGYONG COMPUTER SYSTEMS",,
"001648","SSD Company Limited",,
"000380","SSH Communications Security Corp.",,
"002427","SSI COMPUTER CORP",,
"7C3920","SSOMA SECURITY",,
"3481F4","SST Taiwan Ltd.",,
"002573","ST Electronics (Info-Security) Pte Ltd",,
"A44AD3","ST Electronics(Shanghai) Co.,Ltd",,
"0008ED","ST&T Instrument Corp.",,
"A4059E","STA Infinity LLP",,
"8886C2","STABILO International GmbH",,
"FCE1D9","Stable Imaging Solutions LLC",,
"001399","STAC Corporation.",,
"001959","Staccato Communications Inc.",,
"E036E3","Stage One International Co., Ltd.",,
"2891D0","Stage Tec Entwicklungsgesellschaft für professionelle Audiotechnik mbH",,
"00601F","STALLION TECHNOLOGIES",,
"942197","Stalmart Technology Limited",,
"788B77","Standar Telecom",,
"00800F","STANDARD MICROSYSTEMS",,
"00E029","STANDARD MICROSYSTEMS CORP.",,
"080056","STANFORD LINEAR ACCEL. CENTER",,
"0019B3","Stanford Research Systems",,
"080055","STANFORD TELECOMM. INC.",,
"0026E1","Stanford University, OpenFlow Group",,
"00A052","STANILITE ELECTRONICS PTY. LTD",,
"040067","Stanley Black & Decker",,
"008059","STANLEY ELECTRIC CO., LTD",,
"0C6AE6","Stanley Security Solutions",,
"001260","Stanton Magnetics,inc.",,
"0019F1","Star Communication Network Technology Co.,Ltd",,
"0000E7","Star Gate Technologies",,
"0025C5","Star Link Communication Pvt. Ltd.",,
"001162","STAR MICRONICS CO.,LTD.",,
"000CB0","Star Semiconductor Corporation",,
"004052","STAR TECHNOLOGIES, INC.",,
"448312","Star-Net",,
"00405D","STAR-TEK, INC.",,
"00B0DF","Starboard Storage Systems",,
"001F2C","Starbridge Networks",,
"E8F2E3","Starcor Beijing Co.,Limited",,
"0030F4","STARDOT TECHNOLOGIES",,
"000547","Starent Networks",,
"000AAD","Stargames Corporation",,
"001063","STARGUIDE DIGITAL NETWORKS",,
"9C9C1D","Starkey Labs Inc.",,
"38BC61","Starkoff Co., Ltd.",,
"00268C","StarLeaf Ltd.",,
"984E97","Starlight Marketing (H. K.) Ltd.",,
"0040BD","STARLIGHT NETWORKS, INC.",,
"0021E6","Starlight Video Limited",,
"001098","STARNET TECHNOLOGIES, INC.",,
"0011E9","STARNEX CO., LTD.",,
"8CA2FD","Starry, Inc.",,
"78482C","START USA, INC.",,
"E8EA6A","StarTech.com",,
"EC79F2","Startel",,
"001BC7","StarVedia Technology Inc.",,
"B88EC6","Stateless Networks",,
"64DC01","Static Systems Group PLC",,
"00A0F3","STAUBLI",,
"00128D","STB Datenservice GmbH",,
"080015","STC BUSINESS SYSTEMS",,
"D0F27F","SteadyServ Technoligies, LLC",,
"000D4A","Steag ETA-Optik",,
"0040B7","STEALTH COMPUTER SYSTEMS",,
"000A72","STEC, INC.",,
"702F4B","Steelcase Inc.",,
"289A4B","SteelSeries ApS",,
"20AF1B","SteelSeries ApS",,
"50D274","Steffes Corporation",,
"002047","STEINBRECHER CORP.",,
"CCBD35","Steinel GmbH",,
"D86960","Steinsvik",,
"40618E","Stella-Green Co",,
"0080B7","STELLAR COMPUTER",,
"006018","STELLAR ONE CORPORATION",,
"00037D","Stellcom",,
"B09AE2","STEMMER IMAGING GmbH",,
"B887A8","Step Ahead Innovations Inc.",,
"DC2F03","Step forward Group Co., Ltd.",,
"78303B","Stephen Technologies Co.,Limited",,
"6C6F18","Stereotaxis, Inc.",,
"001936","STERLITE OPTICAL TECHNOLOGIES LIMITED",,
"787DF3","Sterlite Technologies Limited",,
"BC0200","Stewart Audio",,
"ECE915","STI Ltd",,
"001FA6","Stilo srl",,
"001E2D","STIM",,
"00252B","Stirling Energy Systems",,
"00257B","STJ  ELECTRONICS  PVT  LTD",,
"001C84","STL Solution Co.,Ltd.",,
"0080E1","STMicroelectronics SRL",,
"500F59","STMicrolectronics International NV",,
"10E77A","STMicrolectronics International NV",,
"8082F5","STMicrolectronics International NV",,
"001E17","STN BV",,
"00162D","STNet Co., Ltd.",,
"001139","STOEBER ANTRIEBSTECHNIK GmbH + Co. KG.",,
"001273","Stoke Inc",,
"0014E7","Stolinx,. Inc",,
"001EE9","Stoneridge Electronics AB",,
"587A4D","Stonesoft Corporation",,
"D093F8","Stonestreet One LLC",,
"888B5D","Storage Appliance Corporation ",,
"00029A","Storage Apps",,
"0010D4","STORAGE COMPUTER CORPORATION",,
"006085","Storage Concepts",,
"C8208E","Storagedata",,
"000CA0","StorCase Technology, Inc.",,
"64BE63","STORDIS GmbH",,
"48AA5D","Store Electronic Systems",,
"001519","StoreAge Networking Technologies",,
"00C03F","STORES AUTOMATED SYSTEMS, INC.",,
"001852","StorLink Semiconductors, Inc.",,
"000DB4","Stormshield",,
"882E5A","storONE",,
"486FD2","StorSimple Inc",,
"00243F","Storwize, Inc.",,
"0008A0","Stotz Feinmesstechnik GmbH",,
"7CEF61","STR Elektronik Josef Schlechtinger GmbH",,
"E8A7F2","sTraffic",,
"B8DAF1","Strahlenschutz- Entwicklungs- und Ausruestungsgesellschaft mbH",,
"00076B","Stralfors AB",,
"00E001","STRAND LIGHTING LIMITED",,
"B08807","Strata Worldwide",,
"00D05E","STRATABEAM TECHNOLOGY, INC.",,
"2CE310","Stratacache",,
"00C043","STRATACOM",,
"001541","StrataLight Communications, Inc.",,
"A0E534","Stratec Biomedical AG",,
"00D07F","STRATEGY & TECHNOLOGY, LIMITED",,
"0004B6","Stratex Networks, Inc.",,
"001BC6","Strato Rechenzentrum AG",,
"00E009","Stratus Technologies",,
"0000A8","Stratus Technologies",,
"0004FC","Stratus Technologies",,
"001859","Strawberry Linux Co.,Ltd.",,
"0040CF","STRAWBERRY TREE, INC.",,
"000A1B","Stream Labs",,
"FC8E6E","StreamCCTV, LLC",,
"001128","Streamit",,
"0060EA","StreamLogic",,
"30595B","streamnow AG",,
"000F50","StreamScale Limited",,
"501E2D","StreamUnlimited Engineering GmbH",,
"000F45","Stretch, Inc.",,
"00065A","Strix Systems",,
"001933","Strix Systems, Inc.",,
"DCFAD5","STRONG Ges.m.b.H.",,
"0026A9","Strong Technologies Pty Ltd",,
"F49C12","Structab AB",,
"002235","Strukton Systems bv",,
"000DD1","Stryker Corporation",,
"00A0DF","STS TECHNOLOGIES, INC.",,
"18E288","STT Condigi",,
"E457A8","Stuart Manufacturing, Inc.",,
"001724","Studer Professional Audio GmbH",,
"0040D7","STUDIO GEN INC.",,
"000422","Studio Technologies, Inc",,
"78BEBD","STULZ GmbH",,
"002158","Style Flying Technology Co.",,
"983571","Sub10 Systems Ltd",,
"6C42AB","Subscriber Networks, Inc.",,
"0025F0","Suga Electronics Limited",,
"54B620","SUHDOL E&C Co.Ltd.",,
"0004AE","Sullair Corporation",,
"54112F","Sulzer Pump Solutions Finland Oy",,
"9C62AB","Sumavision Technologies Co.,Ltd",,
"FC9BC6","Sumavision Technologies Co.,Ltd",,
"002468","Sumavision Technologies Co.,Ltd",,
"EC97B2","SUMEC Machinery & Electric Co.,Ltd.",,
"001294","SUMITOMO ELECTRIC DEVICE INNOVATIONS, INC",,
"084EBF","Sumitomo Electric Industries, Ltd",,
"0025DC","Sumitomo Electric Industries, Ltd",,
"000BA2","Sumitomo Electric Industries, Ltd",,
"0008F6","Sumitomo Electric Industries, Ltd",,
"00005F","Sumitomo Electric Industries, Ltd",,
"001CFC","Sumitomo Electric Industries, Ltd",,
"A4DE26","Sumitomo Electric Industries, Ltd",,
"846A66","Sumitomo Kizai  Co.,Ltd.",,
"0006C8","Sumitomo Metal Micro Devices, Inc.",,
"0CC81F","Summer Infant, Inc.",,
"001723","Summit Data Communications",,
"C4AAA1","SUMMIT DEVELOPMENT, spol.s r.o.",,
"00808A","SUMMIT MICROSYSTEMS CORP.",,
"2CCD43","Summit Technology Group",,
"0005CC","Sumtel Communications, Inc.",,
"00057D","Sun Communications, Inc.",,
"004076","Sun Conversion Technologies",,
"A44B15","Sun Cupid Technology (HK) LTD",,
"54E7D5","Sun Cupid Technology (HK) LTD",,
"68A47D","Sun Cupid Technology (HK) LTD",,
"0080F3","SUN ELECTRONICS CORP.",,
"CCCC4E","Sun Fountainhead USA. Corp ",,
"000E3E","Sun Optronics Inc",,
"38DBBB","Sunbow Telecom Co., Ltd.",,
"0012DC","SunCorp Industrial Limited",,
"0010ED","SUNDANCE TECHNOLOGY, INC.",,
"A88D7B","SunDroid Global limited.",,
"001C27","Sunell Electronics Co.",,
"C85663","Sunflex Europe GmbH",,
"000779","Sungil Telecom Co., Ltd.",,
"000638","Sungjin C&C Co., Ltd.",,
"D496DF","SUNGJIN C&T CO.,LTD",,
"AC199F","SUNGROW POWER SUPPLY CO.,LTD.",,
"40B6B1","SUNGSAM CO,.Ltd",,
"002074","SUNGWOON SYSTEMS",,
"001643","Sunhillo Corporation",,
"000C65","Sunin Telecom",,
"B869C2","Sunitec Enterprise Co., Ltd.",,
"6C4760","Sunitec Enterprise Co.,Ltd",,
"001DDF","Sunitec Enterprise Co.,Ltd",,
"004279","Sunitec Enterprise Co.,Ltd",,
"0CA694","Sunitec Enterprise Co.,Ltd",,
"042144","Sunitec Enterprise Co.,Ltd",,
"785EA2","Sunitec Enterprise Co.,Ltd",,
"685932","Sunitec Enterprise Co.,Ltd",,
"B8D50B","Sunitec Enterprise Co.,Ltd",,
"98523D","Sunitec Enterprise Co.,Ltd",,
"FCA89A","Sunitec Enterprise Co.,Ltd",,
"2064DE","Sunitec Enterprise Co.,Ltd",,
"F8DF15","Sunitec Enterprise Co.,Ltd",,
"000A0A","SUNIX Co., Ltd.",,
"00141F","SunKwang Electronics Co., Ltd",,
"801440","Sunlit System Technology Corp",,
"0013AC","Sunmyung Electronics Co., LTD",,
"001D54","Sunnic Technology & Merchandise INC.",,
"000763","Sunniwell Cyber Tech. Co., Ltd.",,
"08A5C8","Sunnovo International Limited",,
"AC567B","Sunnovo International Limited",,
"60D21C","Sunnovo International Limited",,
"54C57A","Sunnovo International Limited",,
"00692D","Sunnovo International Limited",,
"2C43BE","Sunnovo International Limited",,
"60313B","Sunnovo International Limited",,
"886B44","Sunnovo International Limited",,
"204B22","Sunnovo International Limited",,
"000A69","SUNNY bell Technology Co., Ltd.",,
"000665","Sunny Giken, Inc.",,
"DCD52A","Sunny Heart Limited",,
"0025DD","SUNNYTEK INFORMATION CO., LTD.",,
"1C501E","Sunplus Technology Co., Ltd.",,
"FC4BBC","Sunplus Technology Co., Ltd.",,
"001105","Sunplus Technology Co., Ltd.",,
"0022F2","SunPower Corp",,
"000FF0","Sunray Co. Ltd.",,
"6C5CDE","SunReports, Inc.",,
"D0131E","Sunrex Technology Corp",,
"000ACD","Sunrich Technology Limited",,
"C88439","Sunrise Technologies",,
"00D0DD","SUNRISE TELECOM, INC.",,
"18396E","SUNSEA TELECOMMUNICATIONS CO.,LTD.",,
"001DF5","Sunshine Co,LTD",,
"00E0D7","SUNSHINE ELECTRONICS, INC.",,
"E47C65","Sunstar Communication Technology  Co., Ltd",,
"E0AAB0","SUNTAILI ENTERPRISE CO. LTD,",,
"9C79AC","Suntec Software(Shanghai) Co., Ltd.",,
"04DB8A","Suntech International Ltd.",,
"08006C","SUNTEK TECHNOLOGY INT'L",,
"681D64","Sunwave Communications Co., Ltd",,
"00161F","SUNWAVETEC Co., Ltd.",,
"0016D7","Sunways AG",,
"7061EE","Sunwoda Electronic Co.,Ltd",,
"0CC47A","Super Micro Computer, Inc.",,
"002590","Super Micro Computer, Inc.",,
"AC1F6B","Super Micro Computer, Inc.",,
"3CECEF","Super Micro Computer, Inc.",,
"7CC255","Super Micro Computer, Inc.",,
"003048","Super Micro Computer, Inc.",,
"000BB1","Super Star Technology Co., Ltd.",,
"0040AC","SUPER WORKSTATION, INC.",,
"000957","Supercaller, Inc.",,
"001E94","SUPERCOM TECHNOLOGY CORPORATION",,
"E86CDA","Supercomputers and Neurocomputers Research Center",,
"0080EC","SUPERCOMPUTING SOLUTIONS, INC.",,
"A0A65C","Supercomputing Systems AG",,
"0022B6","Superflow Technologies Group",,
"006027","Superior Modular Products",,
"000084","SUPERNET",,
"002065","SUPERNET NETWORKING INC.",,
"0001E5","Supernet, Inc.",,
"003006","SUPERPOWER COMPUTER",,
"0036FE","SuperVision",,
"001446","SuperVision Solutions LLC",,
"7C6DA6","Superwave Group LLC",,
"001CF1","SUPoX Technology Co. , LTD.",,
"0017FC","Suprema Inc.",,
"00052C","Supreme Magic Corporation",,
"00034F","Sur-Gard Security",,
"D814D6","SURE SYSTEM Co Ltd",,
"000244","SURECOM Technology Co.",,
"00158A","SURECOM Technology Corp.",,
"000021","SUREMAN COMP. & COMMUN. CORP.",,
"0015CB","Surf Communication Solutions Ltd.",,
"00129E","Surf Communications Inc.",,
"94885E","Surfilter Network Technology Co., Ltd. ",,
"00049C","Surgient Networks, Inc.",,
"00803D","SURIGIKEN CO.,  LTD.",,
"00104D","SURTEC INDUSTRIES, INC.",,
"9486D4","Surveillance Pro Corporation",,
"0CFD37","SUSE Linux GmbH",,
"0015F5","Sustainable Energy Systems",,
"001C33","Sutron",,
"000792","Sütron Electronic GmbH",,
"E45614","Suttle Apparatus",,
"0022C6","Sutus Inc",,
"0C8CDC","Suunto Oy",,
"604A1C","SUYIN Corporation",,
"88123D","Suzhou Aquila Solutions Inc.",,
"F86601","Suzhou Chi-tek information technology Co., Ltd",,
"5C24E2","Suzhou Denbom Electronic S&T Co., Ltd",,
"706582","Suzhou Hanming Technologies Co., Ltd.",,
"7CDD76","Suzhou Hanming Technologies Co., Ltd.",,
"AC11D3","Suzhou HOTEK  Video Technology Co. Ltd",,
"001410","Suzhou Keda Technology CO.,Ltd",,
"F8F0C5","Suzhou Kuhan Information Technologies Co.,Ltd.",,
"7C0C92","Suzhou Mobydata Smart System Co.,Ltd.",,
"002718","Suzhou NEW SEAUNION Video Technology Co.,Ltd",,
"ECC57F","Suzhou Pairlink Network Technology",,
"C4E5B1","Suzhou PanKore Integrated Circuit Technology Co. Ltd.",,
"C82E47","Suzhou SmartChip Semiconductor Co., LTD",,
"88CBA5","Suzhou Torchstar Intelligent Technology Co.,Ltd",,
"1C2E1B","Suzhou Tremenet Communication Technology Co., Ltd.",,
"D843ED","Suzuken",,
"001AC9","SUZUKEN CO.,LTD",,
"000A20","SVA Networks, Inc.",,
"98BC57","SVA TECHNOLOGIES CO.LTD",,
"00070C","SVA-Intrusion.com Co. Ltd.",,
"00C06C","SVEC COMPUTER CORP.",,
"00031C","Svenska Hardvarufabriken AB",,
"000A6A","SVM Microwaves s.r.o.",,
"AC4FFC","SVS-VISTEK GmbH",,
"087BAA","SVYAZKOMPLEKTSERVICE, LLC",,
"08BA22","Swaive Corporation",,
"BC51FE","Swann communications Pty Ltd",,
"FC4499","Swarco LEA d.o.o.",,
"001A0C","Swe-Dish Satellite Systems AB",,
"B8241A","SWEDA INFORMATICA LTDA",,
"00160A","SWEEX Europe BV",,
"00127C","SWEGON AB",,
"0054BD","Swelaser AB",,
"4C3329","Sweroam",,
"9C44A6","SwiftTest, Inc.",,
"0018D6","Swirlnet A/S",,
"8C6078","Swissbit AG",,
"644214","Swisscom Energy Solutions AG",,
"001266","Swisscom Hospitality Services SA",,
"001F50","Swissdis AG",,
"5C335C","Swissphone Telecom AG",,
"001DAB","SwissQual License AG",,
"000590","Swissvoice Ltd.",,
"00509B","SWITCHCORE AB",,
"0060A0","SWITCHED NETWORK TECHNOLOGIES, INC.",,
"000961","Switchgear and Instrumentation Ltd",,
"001E1C","SWS Australia Pty Limited",,
"001851","SWsoft",,
"001B6B","Swyx Solutions AG",,
"000B65","Sy.A.C. srl",,
"0006DC","Syabas Technology (Amquest)",,
"001E0A","Syba Tech Limited",,
"0040E5","SYBUS CORPORATION",,
"30EA26","Sycada BV",,
"00D0D1","Sycamore Networks",,
"002054","Sycamore Networks",,
"009097","Sycamore Networks",,
"000B6C","Sychip Inc.",,
"28F606","Syes srl",,
"A0C4A5","SYGN HOUSE INC.",,
"00302C","SYLANTRO SYSTEMS CORPORATION",,
"48BE2D","Symanitron",,
"000DD4","Symantec Corporation",,
"00A065","Symantec Corporation",,
"B4A984","Symantec Corporation",,
"00D05A","SYMBIONICS, LTD.",,
"D4CF37","Symbolic IO",,
"080005","SYMBOLICS INC.",,
"00216F","SymCom, Inc.",,
"5435DF","Symeo GmbH",,
"000CD0","Symetrix",,
"00602A","SYMICRON COMPUTER COMMUNICATIONS, LTD.",,
"0000BF","SYMMETRIC COMPUTER SYSTEMS",,
"0020FF","SYMMETRICAL TECHNOLOGIES",,
"00B0AE","Symmetricom",,
"00A069","Symmetricom, Inc.",,
"00E0BC","SYMON COMMUNICATIONS, INC.",,
"001671","Symphox Information Co.",,
"0040FE","SYMPLEX COMMUNICATIONS",,
"0014C0","Symstream Technology Group Ltd",,
"001454","Symwave",,
"001EA2","Symx Systems, Inc.",,
"F8F7FF","SYN-TECH SYSTEMS INC",,
"001C2C","Synapse",,
"001FEC","Synapse Électronique",,
"0091FA","Synapse Product Development",,
"002033","SYNAPSE TECHNOLOGIES, INC.",,
"00336C","SynapSense Corporation",,
"60F8F2","Synaptec",,
"40498A","Synapticon GmbH",,
"90CC24","Synaptics, Inc",,
"80015C","Synaptics, Inc",,
"00406F","SYNC RESEARCH INC.",,
"E80C75","Syncbak, Inc.",,
"0016D5","Synccom Co., Ltd",,
